order_id,order_date,year,month,region,state,customer_id,customer_age,customer_income,customer_segment,product_category,sales_channel,payment_method,unit_price,quantity,discount_rate,shipping_cost,sales_amount,profit,profit_margin,customer_rating,return_flag,delivery_days,marketing_spend,ad_clicks,website_visits,employee_id
3425,2025-06-21,2025,6,West,CA,105584,53,42041.63,Business,Electronics,In Store,PayPal,440.57,4,0.107,1.88,1575.6,446.99,0.284,3.6,0,0,19.16,2,18,1000
3426,2025-01-11,2025,1,South,TX,105161,36,52904.17,Family,Groceries,Mobile App,Credit Card,95.2,4,0.077,6.68,358.16,93.18,0.26,3.3,0,4,28.36,4,23,1094
3427,2023-12-18,2023,12,South,TX,129826,44,55371.29,Young Professional,Clothing,Online,Credit Card,38.53,6,0.289,19.12,183.49,43.82,0.239,4.6,0,4,25.04,1,14,1102
3428,2025-05-20,2025,5,South,TX,125594,35,51562.92,Retiree,Groceries,Mobile App,Debit Card,90.49,5,0.103,10.75,416.6,194.54,0.467,2.5,1,2,28.47,4,20,1139
3429,2021-08-04,2021,8,West,AZ,113347,37,48179.29,Business,Groceries,Online,Credit Card,35.58,3,0.344,10.82,80.84,27.05,0.335,3.4,0,3,31.1,3,22,1117
3430,2022-08-14,2022,8,South,TX,116798,39,19196.33,Young Professional,Clothing,Online,Debit Card,12.38,1,0.142,24.6,35.22,6.76,0.192,4.6,0,5,103.42,10,31,1060
3431,2024-12-16,2024,12,South,FL,126930,36,55492.57,Family,Clothing,In Store,Debit Card,71.64,4,0.295,0.0,202.02,63.55,0.315,2.4,0,0,43.88,6,22,1037
3432,2025-01-23,2025,1,West,CA,101941,18,26971.9,Student,Sports,Online,Debit Card,380.87,2,0.03,14.19,753.08,97.32,0.129,4.0,0,5,33.38,3,16,1058
3433,2023-12-20,2023,12,South,NC,117454,44,56001.57,Young Professional,Sports,Online,Cash,154.58,1,0.219,8.7,129.43,40.06,0.309,4.1,0,7,71.61,9,25,1117
3434,2024-12-03,2024,12,Midwest,OH,108355,61,71131.23,Student,BEAUTY,Mobile App,Gift Card,19.8,1,0.198,,31.63,15.87,0.502,4.5,0,4,55.01,6,23,1045
3435,2025-11-06,2025,11,South,GA,106703,49,38538.51,Student,Sports,Mobile App,Cash,99.14,5,0.175,10.97,419.92,99.7,0.237,4.0,0,9,12.91,0,15,1143
3436,2023-04-09,2023,4,Midwest,OH,121969,57,90150.16,Retiree,Beauty,Mobile App,PayPal,68.13,3,0.151,11.09,184.62,59.86,0.324,4.8,0,6,56.77,7,17,1032
3437,2023-07-13,2023,7,Midwest,WI,123523,30,61606.44,Business,Beauty,In Store,Debit Card,162.07,1,0.13,5.06,146.06,21.84,0.15,3.2,0,0,16.77,1,12,1044
3438,2025-01-14,2025,1,South,NC,125077,48,83215.45,Business,CLOTHING,In Store,Debit Card,18.03,3,0.245,1.7,42.54,13.48,0.317,3.6,0,0,26.1,4,17,1084
3439,2025-11-24,2025,11,West,CO,119521,35,54113.07,Young Professional,Clothing,Online,Cash,61.04,4,0.083,,234.76,86.12,0.367,4.2,0,3,38.94,2,12,1128
3440,2023-06-28,2023,6,West,OR,129503,38,48698.73,Student,Furniture,Online,Debit Card,1295.51,1,0.18,12.72,1075.04,330.7,0.308,3.6,1,3,42.92,5,20,1136
3441,2024-07-07,2024,7,Midwest,IL,128282,39,81781.29,Young Professional,Books,In Store,,9.05,4,0.06,1.1,35.13,14.3,0.407,3.7,0,0,35.54,2,16,1097
3442,2024-01-02,2024,1,South,NC,106780,38,73081.88,Student,Groceries,Third Party,Credit Card,156.92,3,0.175,4.08,392.46,181.74,0.463,5.0,1,4,81.47,5,17,1127
3443,2025-11-01,2025,11,Northeast,CT,110015,54,30070.93,Business,Beauty,Online,PayPal,37.1,2,0.297,6.24,58.4,21.21,0.363,,0,8,33.74,8,23,1003
3444,2024-09-07,2024,9,West,CO,114072,51,27618.74,Young Professional,Electronics,Online,PayPal,476.59,1,0.037,,469.32,125.18,0.267,2.1,0,3,27.6,1,18,1026
3445,2025-04-07,2025,4,West,CA,113890,21,64030.2,Student,Sports,Online,PayPal,22.07,3,0.125,18.66,76.59,39.32,0.513,5.0,0,9,26.93,1,15,1054
3446,2021-12-21,2021,12,South,FL,101580,25,30912.58,Young Professional,Furniture,In Store,Debit Card,292.16,3,0.129,3.72,767.13,77.24,0.101,4.1,0,0,77.83,8,25,1052
3447,2025-04-21,2025,4,West,OR,104548,24,64102.41,Family,Groceries,Mobile App,Debit Card,48.9,6,0.279,2.75,214.29,53.28,0.249,2.4,0,7,77.23,14,34,1057
3448,2024-07-21,2024,7,South,TX,104794,25,,Family,Electronics,Mobile App,Debit Card,204.45,5,0.037,9.96,994.39,294.9,0.297,5.0,0,4,53.83,7,22,1085
3449,2021-10-19,2021,10,South,TX,126876,18,,Family,Electronics,Online,Credit Card,435.81,5,0.361,5.02,1397.43,121.26,0.087,4.1,0,6,36.2,3,12,1111
3450,2021-04-03,2021,4,Northeast,MA,101922,38,34698.71,Family,Furniture,In Store,Credit Card,1048.81,6,0.17,0.1,5223.17,1585.87,0.304,3.3,0,0,38.4,2,13,1114
3451,2025-11-28,2025,11,Midwest,OH,110490,27,33333.41,Young Professional,Clothing,Online,Debit Card,25.23,4,0.178,14.52,97.48,38.02,0.39,4.0,0,4,41.79,8,26,1054
3452,2021-03-23,2021,3,South,NC,123725,31,41805.76,Young Professional,Electronics,Third Party,Cash,495.05,1,0.155,1.97,420.29,160.77,0.383,3.7,0,9,19.39,2,23,1147
3453,2025-03-01,2025,3,South,FL,106913,30,48451.55,Family,Furniture,Online,Credit Card,771.35,2,,5.18,1421.38,228.47,0.161,2.3,0,4,17.55,0,17,1135
3454,2024-02-04,2024,2,Midwest,OH,110098,18,35472.96,Business,Groceries,Mobile App,,9.09,1,0.011,5.16,14.15,3.88,0.274,3.4,0,5,17.56,1,13,1051
3455,2024-10-28,2024,10,West,OR,124550,49,33019.21,Business,Clothing,Third Party,Credit Card,75.52,6,0.004,,457.5,135.71,0.297,5.0,0,4,31.22,4,12,1116
3456,2023-03-28,2023,3,Northeast,PA,113353,27,33385.41,Retiree,Beauty,Online,Credit Card,166.65,4,0.03,,654.4,300.77,0.46,3.4,0,3,28.12,5,27,1092
3457,2025-04-11,2025,4,South,GA,107840,49,41282.99,Business,Groceries,In Store,Credit Card,23.81,4,0.088,4.57,91.43,34.6,0.378,3.8,0,0,84.22,16,25,1106
3458,2024-12-02,2024,12,South,TX,105428,35,54131.63,Young Professional,Sports,Online,Credit Card,29.67,1,0.142,19.72,45.18,15.76,0.349,5.0,0,4,55.61,5,20,1031
3459,2022-03-23,2022,3,South,GA,119778,45,26995.25,Young Professional,Groceries,Mobile App,Cash,122.34,2,,16.66,254.24,72.5,0.285,5.0,0,4,35.68,8,29,1006
3460,2024-07-31,2024,7,South,GA,107752,36,58213.45,Family,Electronics,In Store,Credit Card,369.6,2,0.152,2.14,628.98,228.63,0.363,1.6,0,0,64.17,6,23,1138
3461,2022-04-26,2022,4,Midwest,MN,127628,38,53067.98,Young Professional,Beauty,In Store,Cash,22.93,2,0.224,2.51,38.1,7.71,0.202,4.0,0,0,14.88,1,18,1007
3462,2024-07-17,2024,7,Northeast,PA,118107,18,33447.32,Student,Clothing,In Store,PayPal,59.32,4,0.24,2.74,183.07,65.17,0.356,3.9,0,0,41.32,3,23,1124
3463,2023-06-18,2023,6,South,TX,113259,43,49576.62,Young Professional,Electronics,Online,PayPal,420.85,4,0.15,5.77,1436.66,342.63,0.238,4.1,0,4,69.67,11,26,1048
3464,2021-01-22,2021,1,South,VA,105464,46,30214.77,Business,Electronics,In Store,Debit Card,258.35,2,0.303,0.0,360.14,133.4,0.37,4.1,0,0,30.83,4,17,1135
3465,2022-08-29,2022,8,Northeast,NY,129176,56,42361.21,Family,Furniture,In Store,PayPal,607.1,4,0.219,4.26,1900.84,313.69,0.165,2.7,0,0,73.73,7,17,1096
3466,2021-10-25,2021,10,South,TX,108657,55,46053.71,Family,Furniture,Mobile App,Cash,400.21,1,0.123,9.56,360.54,121.83,0.338,4.7,0,7,23.53,1,11,1118
3467,2024-10-13,2024,10,Midwest,MN,112338,55,92013.1,Business,Clothing,Online,PayPal,27.05,4,0.097,8.82,106.52,37.51,0.352,3.8,0,4,71.82,11,25,1061
3468,2023-08-21,2023,8,South,VA,123260,52,62265.57,Student,Books,Online,Debit Card,61.49,5,0.028,2.99,301.83,102.32,0.339,3.5,0,4,38.88,8,15,1086
3469,2024-11-12,2024,11,West,CO,124769,75,29802.04,Family,Groceries,Mobile App,Debit Card,31.24,6,0.217,13.94,160.71,12.48,0.078,3.5,0,10,73.61,12,31,1032
3470,2022-06-26,2022,6,Northeast,CT,117480,27,28326.15,Student,Electronics,Mobile App,Credit Card,18.27,2,0.048,14.3,49.09,11.14,0.227,4.1,0,2,91.26,15,31,1082
3471,2024-06-09,2024,6,Northeast,NY,120666,34,36776.68,Business,Sports,In Store,Credit Card,44.9,4,0.286,0.33,128.56,38.44,0.299,4.6,0,0,94.16,13,28,1004
3472,2021-07-12,2021,7,South,VA,107348,30,30057.85,Young Professional,Electronics,Third Party,PayPal,466.86,3,0.185,1.09,1142.56,349.64,0.306,3.2,1,5,27.95,2,14,1103
3473,2024-07-17,2024,7,South,FL,125896,46,55040.94,Family,Books,Mobile App,Credit Card,64.21,5,0.168,11.24,278.35,48.34,0.174,3.2,0,2,25.59,3,15,1123
3474,2021-01-30,2021,1,South,GA,122201,50,61200.66,Young Professional,Books,In Store,Credit Card,66.43,3,0.044,0.0,190.52,82.86,0.435,5.0,0,0,62.87,8,23,1127
3475,2024-03-19,2024,3,West,OR,128939,26,38994.25,Family,Clothing,In Store,Debit Card,9.05,2,0.041,1.71,19.07,6.43,0.337,5.0,0,0,106.74,14,25,1049
3476,2025-02-24,2025,2,West,WA,119118,36,17300.78,Student,Groceries,Mobile App,Credit Card,56.7,3,0.231,0.52,131.33,36.04,0.274,4.0,1,2,30.29,3,24,1090
3477,2021-10-30,2021,10,West,CA,116182,25,158443.32,Retiree,Clothing,In Store,Debit Card,154.93,4,0.186,0.86,505.31,174.19,0.345,2.8,0,0,90.62,14,34,1139
3478,2024-08-24,2024,8,South,TX,117283,43,27410.91,Retiree,Electronics,Mobile App,Debit Card,377.33,4,0.258,17.1,1137.02,194.54,0.171,4.0,0,1,55.64,7,31,1080
3479,2022-07-22,2022,7,South,GA,121328,21,21651.59,Retiree,Electronics,Online,Credit Card,174.61,4,0.128,11.93,620.97,173.15,0.279,4.3,0,5,59.17,8,22,1043
3480,2021-08-17,2021,8,Midwest,WI,100095,46,55613.54,Business,Clothing,Mobile App,PayPal,162.1,5,0.43,11.47,473.46,105.29,0.222,5.0,0,3,60.62,6,22,1054
3481,2024-01-10,2024,1,Northeast,MA,105386,59,54580.7,Retiree,Books,Online,Debit Card,23.48,2,0.246,16.4,51.81,11.7,0.226,4.1,0,3,6.47,1,9,1053
3482,2024-10-15,2024,10,South,FL,100702,31,51187.89,Student,Electronics,Online,PayPal,518.74,1,0.183,14.19,438.0,149.67,0.342,4.2,0,6,50.94,6,14,1104
3483,2025-07-22,2025,7,Midwest,MI,107370,21,40242.44,Family,Beauty,Online,PayPal,73.32,1,0.158,11.87,73.61,27.67,0.376,3.9,0,5,110.45,15,34,1079
3484,2023-12-27,2023,12,West,CO,126421,22,41567.64,Business,Electronics,In Store,PayPal,273.63,4,0.053,5.98,1042.49,219.93,0.211,3.8,0,0,27.54,5,20,1043
3485,2022-03-28,2022,3,South,NC,122610,59,66271.53,Young Professional,Beauty,Online,Debit Card,34.88,6,0.084,25.87,217.57,6.02,0.028,3.2,0,3,84.63,11,23,1135
3486,2022-11-02,2022,11,South,TX,118822,39,40655.49,Young Professional,Clothing,In Store,Credit Card,162.32,4,0.198,1.94,522.66,102.98,0.197,4.1,0,0,36.42,5,20,1123
3487,2024-12-08,2024,12,Midwest,IL,114854,43,95636.66,Student,Clothing,In Store,Debit Card,32.65,4,0.342,0.6,86.53,20.84,0.241,4.0,0,0,31.08,5,15,1136
3488,2022-12-02,2022,12,Northeast,NY,125631,18,58140.79,Retiree,Sports,Mobile App,,426.66,3,0.088,2.68,1170.02,253.23,0.216,3.9,0,4,20.24,2,16,1099
3489,2021-10-06,2021,10,Northeast,NY,111980,54,37975.74,Young Professional,Electronics,Online,PayPal,384.71,4,0.406,17.73,931.8,263.9,0.283,4.2,0,3,72.97,8,22,1105
3490,2021-01-20,2021,1,Midwest,OH,128606,18,78901.55,Family,Clothing,Mobile App,Credit Card,45.56,3,0.058,6.29,135.04,30.25,0.224,2.2,0,3,49.78,8,22,1142
3491,2025-08-14,2025,8,Northeast,MA,100458,38,26714.19,Retiree,Electronics,Mobile App,Cash,46.5,5,0.027,1.05,227.27,62.66,0.276,3.6,0,4,25.14,7,23,1051
3492,2021-08-31,2021,8,South,VA,107186,39,23892.02,Family,Beauty,Online,Credit Card,74.34,4,0.221,7.62,239.26,82.89,0.346,2.9,1,7,38.22,6,25,1105
3493,2024-10-15,2024,10,West,WA,120324,18,94718.31,Young Professional,Furniture,Online,Cash,290.39,2,0.148,7.81,502.63,141.17,0.281,3.9,0,3,83.47,10,25,1142
3494,2022-10-18,2022,10,West,CO,105621,42,67817.11,Family,Groceries,Online,Credit Card,106.67,1,0.223,0.77,83.65,14.52,0.174,4.2,0,2,40.33,1,20,1064
3495,2023-03-11,2023,3,South,VA,110434,36,15000.0,Family,Clothing,Mobile App,Credit Card,151.3,7,0.09,11.85,975.63,285.07,0.292,4.5,0,3,114.64,14,28,1147
3496,2025-08-25,2025,8,Northeast,NY,129720,29,62398.29,Business,Sports,Online,PayPal,140.02,2,0.172,17.88,249.75,22.56,0.09,4.1,0,3,12.21,6,23,1014
3497,2025-10-19,2025,10,West,CA,109191,58,98291.08,Business,Groceries,In Store,PayPal,17.68,5,0.156,0.0,74.61,20.28,0.272,4.2,0,0,29.74,1,21,1143
3498,2023-10-04,2023,10,West,WA,124036,36,18786.9,Young Professional,Sports,Online,Debit Card,213.81,2,0.187,17.18,364.84,94.75,0.26,4.4,0,3,158.64,18,33,1096
3499,2022-05-05,2022,5,Northeast,MA,117672,31,,Retiree,Books,Online,PayPal,31.41,4,0.029,12.64,134.64,23.91,0.178,3.1,0,4,22.87,2,17,1092
3500,2025-10-29,2025,10,South,VA,122158,46,30695.25,Retiree,Electronics,Third Party,Credit Card,679.19,6,0.474,1.35,2144.87,522.82,0.244,3.8,0,4,25.32,3,17,1077
3501,2025-11-08,2025,11,Midwest,MI,105229,41,77702.37,Young Professional,Furniture,Mobile App,PayPal,251.66,3,0.089,8.51,696.3,163.12,0.234,4.0,0,3,89.14,9,27,1012
3502,2021-11-06,2021,11,West,CA,124476,41,,Business,Electronics,In Store,Debit Card,135.39,3,0.027,3.25,398.45,66.4,0.167,3.5,0,0,28.44,2,14,1132
3503,2024-09-08,2024,9,West,AZ,106955,33,51865.48,Young Professional,Electronics,In Store,PayPal,358.77,4,0.013,1.87,1418.29,406.95,0.287,4.7,0,0,29.28,6,21,1087
3504,2022-03-29,2022,3,Northeast,PA,110470,43,41516.97,Young Professional,Electronics,Online,Debit Card,151.89,6,0.627,14.31,354.24,61.31,0.173,3.2,0,7,33.94,5,26,1089
3505,2023-03-10,2023,3,West,CA,119362,24,32724.68,Family,Groceries,Mobile App,PayPal,63.01,3,0.139,5.21,167.96,28.3,0.169,4.5,0,3,37.54,3,22,1078
3506,2021-09-06,2021,9,South,TX,114903,47,35367.64,Business,Furniture,In Store,Credit Card,349.21,3,0.031,2.81,1017.96,396.94,0.39,4.0,0,0,51.89,8,25,1062
3507,2025-01-25,2025,1,West,WA,105350,37,60456.18,Family,Clothing,Online,PayPal,153.88,3,0.591,18.97,207.78,46.16,0.222,4.1,0,9,25.9,6,22,1007
3508,2023-11-30,2023,11,Midwest,WI,118352,45,77053.2,Young Professional,Groceries, Mobile App ,Credit Card,12.68,4,0.191,10.59,51.62,15.76,0.305,4.0,0,6,51.11,3,27,1110
3509,2022-08-06,2022,8,West,AZ,113946,20,28008.75,Family,Groceries,In Store,Credit Card,13.1,4,0.034,1.8,52.42,10.06,0.192,3.2,0,0,22.1,3,19,1103
3510,2022-03-24,2022,3,Northeast,NY,106035,18,78323.55,Family,Clothing,Mobile App,Credit Card,92.6,5,0.582,6.73,200.26,41.81,0.209,3.2,0,9,22.27,4,17,1144
3511,2021-09-22,2021,9,Midwest,MN,115466,31,150960.19,Business,Groceries,Online,Credit Card,77.09,4,0.097,8.85,287.3,109.82,0.382,4.5,0,5,15.56,1,19,1030
3512,2022-07-31,2022,7,Northeast,NJ,111277,31,137457.16,Student,Electronics,In Store,Gift Card,248.58,1,0.342,0.0,163.57,57.32,0.35,3.1,0,0,39.28,6,17,1017
3513,2021-08-29,2021,8,West,OR,121168,36,116739.47,Family,Groceries,Online,,125.82,5,0.075,10.83,592.75,236.38,0.399,3.7,0,2,24.28,2,14,1108
3514,2025-03-24,2025,3,West,CO,100837,30,60392.68,Family,Books,In Store,Credit Card,40.34,3,0.047,,115.33,34.49,0.299,4.7,0,0,53.68,5,15,1017
3515,2021-09-07,2021,9,West,WA,125650,33,61591.28,Young Professional,Books,Online,Gift Card,68.78,3,0.111,17.64,201.08,91.65,0.456,5.0,0,6,34.66,2,19,1046
3516,2024-01-23,2024,1,West,CA,109043,18,79219.12,Family,Sports,In Store,Debit Card,159.41,4,0.029,0.0,619.15,157.8,0.255,2.0,1,0,11.9,2,13,1117
3517,2025-03-04,2025,3,Northeast,NY,119575,44,51990.61,Young Professional,Groceries,Mobile App,Credit Card,95.05,1,0.237,13.09,85.61,10.53,0.123,3.2,0,4,27.1,4,18,1012
3518,2022-04-24,2022,4,Midwest,MI,124206,46,53475.66,Student,Clothing,In Store,Credit Card,15.25,3,0.077,1.85,44.08,4.01,0.091,4.3,0,0,7.15,2,15,1054
3519,2024-01-18,2024,1,Northeast,PA,119469,34,,Young Professional,Electronics,Mobile App,Gift Card,645.76,5,0.045,11.59,3095.09,507.84,0.164,4.1,1,2,27.51,11,31,1064
3520,2024-04-20,2024,4,Northeast,MA,101754,56,39394.24,Business,Sports,Online,Credit Card,38.49,1,0.265,11.45,39.74,15.26,0.384,3.9,0,8,98.86,14,34,1030
3521,2022-07-30,2022,7,Midwest,OH,114391,52,116632.54,Business,Sports,Online,Credit Card,76.51,3,0.19,16.81,202.73,73.48,0.362,4.5,1,5,99.33,9,22,1032
3522,2021-05-11,2021,5,Midwest,WI,103906,24,64970.22,Business,Clothing,In Store,Credit Card,193.3,2,0.056,2.71,367.66,179.38,0.488,4.5,0,0,62.62,11,25,1009
3523,2024-08-03,2024,8,Midwest,MN,123299,51,43574.43,Family,Groceries,Mobile App,Credit Card,19.12,1,0.053,8.63,26.74,9.33,0.349,,0,5,35.65,3,18,1125
3524,2025-06-14,2025,6,Northeast,NY,114933,49,39387.84,Young Professional,Groceries,In Store,Gift Card,49.99,6,0.057,1.07,283.91,125.91,0.443,4.7,0,0,38.69,4,22,1132
3525,2025-04-05,2025,4,Northeast,NJ,126331,35,76618.56,Family,Electronics,Mobile App,Debit Card,859.39,5,0.068,4.74,4009.5,1179.06,0.294,4.7,0,5,29.28,4,16,1044
3526,2022-12-06,2022,12,Northeast,MA,104973,23,74770.55,Business,Beauty,Mobile App,Credit Card,74.19,2,0.193,11.91,131.65,64.52,0.49,2.2,1,4,8.38,0,14,1116
3527,2023-06-17,2023,6,West,OR,125952,38,26316.52,Young Professional,Clothing,In Store,Credit Card,74.63,4,0.302,4.16,212.53,66.15,0.311,2.4,0,0,6.02,0,14,1100
3528,2022-02-24,2022,2,South,NC,100756,37,36381.7,Family,Clothing,Online,Credit Card,67.55,3,0.166,9.54,178.55,17.36,0.097,3.1,0,10,3.26,2,25,1062
3529,2023-11-20,2023,11,West,OR,106214,21,48065.37,Young Professional,Groceries,Online,Debit Card,19.61,4,0.226,13.11,73.82,34.66,0.47,4.1,0,3,57.2,4,14,1019
3530,2024-07-13,2024,7,Midwest,MN,122565,32,93992.45,Family,Books,Online,PayPal,51.83,7,0.168,10.24,312.1,69.75,0.223,5.0,0,5,36.67,2,9,1089
3531,2025-09-26,2025,9,Midwest,MI,127848,22,26669.25,Family,Groceries,Online,Credit Card,52.21,4,0.116,2.73,187.34,64.53,0.344,4.2,0,4,39.02,3,18,1004
3532,2023-04-19,2023,4,South,TX,116025,64,36768.58,Student,Furniture,In Store,Debit Card,401.07,1,0.158,4.1,341.8,109.34,0.32,3.3,0,0,65.81,11,17,1095
3533,2022-04-11,2022,4,Midwest,MN,125518,31,24618.59,Family,Electronics,Online,Cash,276.2,3,0.149,11.49,716.63,98.47,0.137,4.3,0,5,90.41,16,34,1133
3534,2024-04-11,2024,4,Midwest,MI,122112,59,31804.45,Student,Furniture,Mobile App,Credit Card,165.78,2,0.124,4.34,294.79,52.98,0.18,3.9,0,4,18.33,3,23,1024
3535,2023-04-22,2023,4,Midwest,WI,107684,40,59076.91,Student,Groceries,In Store,Credit Card,30.86,6,0.263,0.0,136.46,44.83,0.329,4.6,0,0,28.35,1,13,1146
3536,2025-06-30,2025,6,Northeast,NY,108151,39,31296.59,Family,Groceries,In Store,Credit Card,42.68,4,0.055,1.44,162.77,63.78,0.392,4.1,0,0,5.75,1,15,1021
3537,2025-08-03,2025,8,Midwest,IL,124123,31,57325.27,Retiree,Sports,Third Party,Credit Card,81.22,2,0.139,3.97,143.83,34.72,0.241,3.8,0,6,108.42,12,23,1010
3538,2025-04-30,2025,4,Midwest,OH,102753,19,43777.06,Family,Electronics,In Store,Credit Card,478.0,2,0.247,0.0,719.87,311.5,0.433,3.2,0,0,17.2,0,20,1119
3539,2022-06-23,2022,6,South,FL,122129,36,65130.93,Student,Books,In Store,Credit Card,118.26,3,0.008,4.83,356.77,140.56,0.394,5.0,0,0,103.08,12,26,1047
3540,2023-01-28,2023,1,Northeast,NJ,108479,18,48731.11,Family,Sports,In Store,PayPal,215.48,2,0.079,1.86,398.77,116.47,0.292,2.9,1,0,20.14,2,15,1033
3541,2022-12-17,2022,12,Northeast,MA,103782,49,17143.43,Family,Furniture,In Store,Credit Card,427.93,4,0.299,3.45,1203.37,279.56,0.232,4.1,0,0,50.37,5,13,1106
3542,2023-11-16,2023,11,West,OR,123511,52,36248.98,Retiree,Electronics,Online,Credit Card,298.38,5,0.049,10.94,1429.74,494.34,0.346,4.3,0,4,36.5,5,21,1147
3543,2024-02-21,2024,2,Northeast,MA,115058,45,73885.61,Young Professional,Beauty,In Store,Credit Card,94.44,2,0.109,0.52,168.81,52.82,0.313,3.5,0,0,27.93,4,24,1086
3544,2022-07-26,2022,7,Midwest,IL,110233,40,45575.33,Retiree,Groceries,In Store,Gift Card,33.18,2,0.078,3.9,65.08,14.39,0.221,4.2,0,0,76.3,11,26,1083
3545,2021-11-30,2021,11,West,AZ,108006,31,37324.18,Student,Beauty,Third Party,Credit Card,121.61,2,0.416,2.48,144.52,43.12,0.298,2.1,0,4,22.12,2,16,1095
3546,2023-01-16,2023,1,Northeast,PA,115131,36,47932.4,Family,Furniture,Mobile App,Credit Card,641.1,3,0.357,6.19,1242.87,208.06,0.167,3.7,0,6,71.58,12,24,1014
3547,2022-09-20,2022,9,Northeast,NY,127629,48,46080.86,Business,Groceries,Online,Credit Card,29.94,2,0.191,10.67,59.11,8.48,0.144,4.6,0,5,85.69,8,27,1042
3548,2021-03-20,2021,3,South,TX,111120,30,50520.27,Young Professional,Books,In Store,Credit Card,11.81,4,0.114,4.43,46.28,16.58,0.358,4.3,0,0,129.7,16,37,1140
3549,2022-01-12,2022,1,Midwest,MN,102517,26,62923.9,Business,Books,Online,Debit Card,24.11,3,0.07,13.74,81.01,21.37,0.264,4.1,0,6,13.1,1,15,1073
3550,2025-07-28,2025,7,South,FL,105812,36,68735.91,Family,Beauty,In Store,Debit Card,44.06,3,0.142,3.57,116.98,35.62,0.304,4.5,0,0,48.31,4,24,1075
3551,2022-11-10,2022,11,West,OR,129603,62,24111.94,Student,Books,Online,Debit Card,28.12,2,0.337,6.6,43.89,5.0,0.114,3.8,0,4,78.9,12,25,1066
3552,2022-05-02,2022,5,Northeast,NJ,128504,32,39864.27,Student,Books,In Store,Credit Card,14.48,4,0.116,0.0,51.2,10.4,0.203,3.7,0,0,83.4,9,27,1012
3553,2021-07-12,2021,7,South,NC,106670,56,47478.88,Family,Books,In Store,Credit Card,13.65,5,,0.51,65.62,19.03,0.29,4.3,0,0,69.23,6,20,1020
3554,2023-05-30,2023,5,South,NC,118199,46,30177.79,Student,Clothing,In Store,Gift Card,26.55,3,0.27,0.0,58.14,21.5,0.37,4.9,0,0,11.77,2,14,1082
3555,2023-12-26,2023,12,Northeast,CT,106280,35,59816.1,Family,Electronics,Online,Credit Card,271.92,4,0.058,17.28,1041.87,304.69,0.292,3.6,0,6,20.76,2,18,1039
3556,2025-08-26,2025,8,South,GA,107132,24,35984.96,Family,Electronics,In Store,Cash,418.18,3,0.143,3.08,1078.22,324.22,0.301,3.4,0,0,128.72,15,35,1025
3557,2023-09-21,2023,9,Midwest,IL,101052,35,54970.34,Young Professional,Electronics,In Store,Credit Card,410.87,1,0.353,3.0,268.83,43.29,0.161,4.3,0,0,19.38,2,20,1098
3558,2024-03-25,2024,3,South,VA,104036,51,65772.36,Family,Electronics,In Store,Credit Card,291.85,5,0.048,3.51,1392.72,278.61,0.2,3.3,0,0,30.87,8,22,1058
3559,2021-01-12,2021,1,Northeast,MA,106682,30,77520.83,Family,Clothing, Online ,Credit Card,31.8,4,0.134,11.35,121.51,38.09,0.313,3.9,0,4,9.29,1,13,1136
3560,2024-09-01,2024,9,Midwest,IL,114311,50,27170.49,Family,Books,In Store,Credit Card,62.32,7,0.017,3.97,432.79,183.06,0.423,3.9,0,0,35.28,2,17,1011
3561,2021-01-10,2021,1,Midwest,WI,115582,68,51986.57,Business,Electronics,Online,Credit Card,91.18,3,0.087,10.0,259.74,48.31,0.186,4.5,0,4,48.81,2,17,1090
3562,2025-08-22,2025,8,West,WA,122546,46,,Retiree,Groceries,Online,Debit Card,45.41,1,0.333,22.9,53.19,12.02,0.226,5.0,0,7,54.72,15,23,1123
3563,2025-11-11,2025,11,Northeast,PA,127656,53,50327.38,Student,Sports,Online,Credit Card,118.55,4,0.314,12.71,338.01,80.54,0.238,3.2,0,8,40.41,7,22,1112
3564,2021-07-04,2021,7,Midwest,MI,108257,24,51284.93,Family,Books,Online,Debit Card,13.86,3,0.063,9.58,48.54,12.57,0.259,4.1,1,5,13.34,0,7,1050
3565,2023-02-01,2023,2,Midwest,MN,114744,42,33683.71,Business,Groceries,In Store,Credit Card,39.3,3,0.032,1.62,115.75,39.87,0.344,4.4,0,0,111.97,17,29,1024
3566,2024-05-10,2024,5,South,GA,101239,53,59561.01,Student,Books,Mobile App,Debit Card,11.7,4,0.232,7.48,43.42,8.73,0.201,4.0,0,7,30.12,5,17,1106
3567,2022-06-23,2022,6,South,NC,111029,29,50651.13,Family,Clothing,Online,Debit Card,57.4,4,0.18,6.96,195.23,35.55,0.182,4.0,0,4,47.55,8,23,1101
3568,2025-11-26,2025,11,South,VA,118008,27,61747.97,Young Professional,Furniture,In Store,PayPal,764.58,4,0.096,0.0,2764.72,985.81,0.357,3.1,0,0,47.99,4,12,1125
3569,2024-04-05,2024,4,South,VA,111003,19,,Retiree,Electronics,In Store,PayPal,387.96,6,0.25,0.0,1745.82,458.93,0.263,4.9,0,0,55.14,8,28,1142
3570,2025-05-21,2025,5,West,AZ,112708,29,38609.88,Business,Clothing,In Store,PayPal,154.89,1,0.01,1.25,154.59,71.5,0.463,4.5,0,0,34.83,1,12,1137
